,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,id
9467,F,N,N,0,171000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-19570,-1625,0,0,0,Laborers,1.0,-16.0,4598
9468,F,Y,Y,2,675000.0,Working,Higher education,Married,House / apartment,-13567,-1175,0,0,0,HR staff,4.0,-53.0,5420
9469,F,N,Y,0,171000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23153,365243,0,1,0,NaN,2.0,-33.0,2966
9470,M,N,N,0,81000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14211,-158,1,0,0,Low-skill Laborers,2.0,-12.0,1216
9471,F,N,Y,0,180000.0,Pensioner,Higher education,Married,House / apartment,-21881,365243,0,0,0,NaN,2.0,-16.0,3534
9472,F,N,Y,0,121500.0,State servant,Higher education,Widow,House / apartment,-19426,-1598,1,1,0,Accountants,1.0,-12.0,5421
9473,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13686,-1256,0,0,0,Cooking staff,2.0,-2.0,1712
9474,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-14523,-3420,0,0,0,Core staff,2.0,-18.0,856
9475,M,Y,Y,2,315000.0,Working,Higher education,Married,House / apartment,-13803,-160,1,1,0,NaN,4.0,-8.0,4405
9476,F,N,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-12047,-3443,0,0,0,Managers,3.0,-15.0,2646
9477,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21126,365243,0,0,0,NaN,1.0,-25.0,1013
9478,M,N,Y,0,67500.0,Pensioner,Higher education,Married,House / apartment,-23010,365243,0,0,0,NaN,2.0,-36.0,5422
9479,M,Y,N,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-12120,-4602,1,1,0,Managers,2.0,-11.0,5423
9480,F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16415,-9756,0,0,0,Laborers,2.0,-35.0,5424
9481,F,N,Y,0,270000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23310,365243,0,0,0,NaN,1.0,-7.0,5425
9482,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15088,-2092,0,1,0,Sales staff,2.0,-52.0,3
9483,F,N,N,0,112500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-19087,-5828,1,1,0,Security staff,1.0,-43.0,5426
9484,F,N,N,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10303,-1527,1,1,0,Laborers,2.0,-1.0,5427
9485,M,Y,N,2,360000.0,Working,Secondary / secondary special,Married,House / apartment,-16030,-2540,1,0,0,Drivers,4.0,-45.0,3602
9486,M,N,Y,0,382500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19648,365243,0,0,0,NaN,2.0,-40.0,5428
9487,F,N,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14167,-735,0,1,0,Laborers,3.0,-56.0,5429
9488,F,N,Y,0,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,-11375,-1236,0,0,0,Sales staff,1.0,-4.0,831
9489,F,Y,Y,3,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11363,-721,0,1,0,High skill tech staff,5.0,-43.0,3224
9490,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17038,-925,1,1,0,Core staff,2.0,-14.0,5430
9491,F,N,Y,0,180000.0,Working,Higher education,Widow,House / apartment,-23035,-2134,0,0,0,Secretaries,1.0,-19.0,2670
9492,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-11682,-3488,1,0,0,NaN,2.0,-52.0,793
9493,M,N,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-18176,-1312,0,1,0,Laborers,3.0,-21.0,5431
9494,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-19974,-230,0,1,0,Laborers,2.0,-55.0,5432
9495,F,Y,N,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10858,-3215,0,0,1,NaN,3.0,-40.0,3720
9496,M,Y,N,0,267750.0,Working,Higher education,Married,House / apartment,-20991,-4727,0,1,0,Laborers,2.0,-30.0,1719
9497,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21529,365243,0,1,0,NaN,2.0,-12.0,1175
9498,M,Y,Y,1,225000.0,State servant,Higher education,Married,House / apartment,-12763,-2255,0,1,0,Core staff,3.0,-10.0,4824
9499,M,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15344,-314,0,0,0,Drivers,2.0,-36.0,151
9500,F,N,Y,1,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14934,-1350,0,1,0,Sales staff,3.0,-2.0,4111
9501,M,N,N,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-10860,-1001,1,0,0,Security staff,2.0,-16.0,5195
9502,M,Y,N,1,247500.0,Commercial associate,Higher education,Married,House / apartment,-10425,-3202,0,1,0,IT staff,3.0,-43.0,5433
9503,M,Y,Y,0,450000.0,Pensioner,Higher education,Married,House / apartment,-17296,365243,0,0,0,NaN,2.0,-11.0,5434
9504,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-13440,-6639,0,0,0,Core staff,2.0,-39.0,2424
9505,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16668,-2277,0,0,0,Laborers,2.0,-54.0,5435
9506,M,N,Y,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,-12582,-1838,1,1,0,Drivers,5.0,-22.0,3136
9507,F,Y,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-21408,-2512,1,0,0,NaN,2.0,-43.0,4463
9508,F,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,-15468,-4834,0,0,1,NaN,2.0,-42.0,2738
9509,M,Y,N,1,292500.0,Working,Secondary / secondary special,Separated,House / apartment,-12692,-1056,0,1,0,Laborers,2.0,-20.0,5436
9510,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9586,-1107,0,0,0,NaN,1.0,-21.0,2875
9511,M,Y,Y,0,382500.0,Working,Higher education,Civil marriage,House / apartment,-10613,-705,0,0,0,Laborers,2.0,-10.0,3447
9512,M,N,N,0,112500.0,Pensioner,Higher education,Married,House / apartment,-20583,365243,0,1,0,NaN,2.0,-11.0,5437
9513,M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,With parents,-14192,-626,0,0,0,Drivers,4.0,-6.0,246
9514,F,N,Y,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-12946,-341,0,1,1,Sales staff,2.0,-30.0,3650
9515,M,N,Y,0,315000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12727,-2478,0,0,0,Security staff,1.0,-6.0,5438
9516,F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23324,365243,0,1,0,NaN,2.0,-9.0,5439
9517,F,N,N,0,234000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17960,-1626,1,0,0,Cleaning staff,1.0,-8.0,2840
9518,F,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-12406,-265,0,0,1,Drivers,4.0,-10.0,2489
9519,F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-16940,-563,0,0,0,Laborers,2.0,-22.0,596
9520,F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-13046,-671,0,0,0,NaN,2.0,-40.0,2562
9521,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20890,-3303,0,0,0,Laborers,1.0,-24.0,3487
9522,F,N,N,0,180000.0,Pensioner,Higher education,Single / not married,House / apartment,-21191,365243,0,1,0,NaN,1.0,-21.0,1570
9523,F,Y,Y,0,256500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13821,-1071,0,0,1,Core staff,2.0,-49.0,143
9524,M,N,N,2,112500.0,Working,Higher education,Married,House / apartment,-11278,-4459,0,0,0,Low-skill Laborers,4.0,-30.0,3427
9525,F,N,N,2,180000.0,Commercial associate,Incomplete higher,Married,House / apartment,-13803,-3249,0,1,0,Sales staff,4.0,-59.0,3314
9526,F,N,Y,0,126000.0,State servant,Higher education,Married,House / apartment,-18888,-7347,0,0,0,Core staff,2.0,-58.0,3826
9527,F,N,Y,0,180000.0,Pensioner,Higher education,Separated,House / apartment,-23789,365243,0,0,0,NaN,1.0,-60.0,5440
9528,M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10368,-1259,1,0,0,High skill tech staff,2.0,-30.0,2146
9529,F,Y,Y,0,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10302,-734,0,0,0,Core staff,2.0,-48.0,252
9530,M,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15053,-1131,0,0,0,Managers,2.0,-56.0,5441
9531,M,N,Y,0,135000.0,Working,Higher education,Married,House / apartment,-19780,-7097,0,0,0,Laborers,2.0,-16.0,5442
9532,F,Y,N,2,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10668,-401,1,1,0,Sales staff,4.0,-15.0,2642
9533,F,N,N,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20145,365243,0,0,0,NaN,2.0,-23.0,3290
9534,M,Y,N,0,90000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10853,-249,0,1,0,Laborers,1.0,-7.0,5443
9535,F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,-13202,-2646,1,0,0,Laborers,2.0,-42.0,738
9536,F,N,Y,0,292500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14522,-1552,0,0,0,Laborers,2.0,-35.0,2979
9537,F,N,Y,1,112500.0,Working,Secondary / secondary special,Single / not married,Office apartment,-13593,-1692,0,0,0,Sales staff,2.0,-21.0,5444
9538,F,N,N,1,36000.0,Working,Secondary / secondary special,Married,Rented apartment,-13160,-5543,1,0,0,Laborers,3.0,-21.0,5445
9539,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20359,365243,0,0,1,NaN,2.0,-34.0,1705
9540,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-16573,-4574,0,0,0,NaN,2.0,-60.0,189
9541,F,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,-10443,-560,0,0,0,Core staff,2.0,-12.0,5446
9542,M,N,Y,1,180000.0,Working,Higher education,Married,With parents,-15670,-1654,0,0,0,Cooking staff,3.0,-35.0,1698
9543,F,N,N,1,144000.0,Commercial associate,Higher education,Married,House / apartment,-12753,-1315,1,1,0,NaN,3.0,0.0,2927
9544,F,N,N,0,99000.0,Working,Higher education,Married,House / apartment,-14661,-5521,0,0,0,NaN,2.0,-31.0,935
9545,F,N,N,0,450000.0,Working,Higher education,Separated,House / apartment,-19046,-1002,0,1,0,Core staff,1.0,-59.0,2627
9546,M,N,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-17624,-686,1,1,0,Drivers,4.0,-46.0,1749
9547,F,N,Y,0,193500.0,State servant,Secondary / secondary special,Married,Office apartment,-22168,-10155,0,0,0,Cooking staff,2.0,-1.0,5447
9548,M,N,N,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,-14118,-3174,0,0,0,Laborers,1.0,-13.0,877
9549,M,Y,Y,0,247500.0,State servant,Higher education,Single / not married,House / apartment,-10012,-826,1,1,0,High skill tech staff,1.0,-37.0,2538
9550,M,N,Y,1,157500.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-13273,-1024,0,0,0,Drivers,3.0,-53.0,5448
9551,M,N,N,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-19365,-243,0,0,1,Laborers,2.0,0.0,1326
9552,F,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,-22799,-5547,0,0,0,Managers,2.0,-3.0,5449
9553,M,N,N,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14255,-762,1,1,1,Drivers,2.0,-41.0,4353
9554,F,N,Y,1,157500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-12676,-1350,0,0,0,Waiters/barmen staff,2.0,0.0,727
9555,M,N,Y,3,90000.0,Working,Secondary / secondary special,Married,House / apartment,-12681,-1677,0,0,0,Core staff,5.0,-47.0,5450
9556,F,N,N,0,238500.0,Working,Secondary / secondary special,Married,House / apartment,-19305,-3296,1,0,0,Laborers,2.0,-41.0,4474
9557,F,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15761,-3173,0,0,0,Laborers,4.0,-8.0,1724
9558,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15692,-9136,1,1,0,NaN,3.0,-55.0,2184
9559,F,N,N,2,139500.0,Working,Incomplete higher,Married,With parents,-13166,-2988,1,1,0,Core staff,4.0,-42.0,810
9560,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19307,-603,1,1,0,Laborers,1.0,-9.0,5451
9561,F,N,Y,0,85500.0,Pensioner,Lower secondary,Civil marriage,House / apartment,-24101,365243,0,1,0,NaN,2.0,-40.0,5452
9562,M,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10809,-2334,1,0,0,NaN,1.0,-58.0,2270
9563,M,N,Y,0,225000.0,Pensioner,Higher education,Civil marriage,House / apartment,-16518,365243,0,0,0,NaN,2.0,-57.0,5453
9564,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15841,-2686,1,0,0,Waiters/barmen staff,1.0,-24.0,5454
9565,M,N,Y,1,103500.0,Working,Secondary / secondary special,Married,House / apartment,-11822,-657,1,0,0,Laborers,3.0,-20.0,5455
9566,F,N,Y,0,247500.0,Working,Secondary / secondary special,Widow,House / apartment,-18040,-4813,0,0,0,NaN,1.0,-14.0,784
9567,F,N,Y,1,324000.0,State servant,Higher education,Married,House / apartment,-13482,-4795,0,0,0,Managers,3.0,-6.0,1169
9568,F,Y,Y,1,184500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15921,-1448,0,0,0,Managers,3.0,-6.0,475
9569,M,Y,N,1,202500.0,Working,Incomplete higher,Married,House / apartment,-11745,-231,1,0,0,Drivers,3.0,-36.0,4599
9570,M,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12365,-1141,0,0,0,Laborers,2.0,-19.0,5320
9571,M,N,Y,0,166500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21031,365243,0,0,0,NaN,2.0,-36.0,2536
9572,F,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-17778,-1719,1,1,0,High skill tech staff,2.0,-58.0,3402
9573,F,N,Y,0,292500.0,Commercial associate,Higher education,Married,House / apartment,-18942,-4854,1,0,0,Sales staff,2.0,-26.0,1789
9574,M,N,N,2,247500.0,Working,Secondary / secondary special,Married,Office apartment,-13953,-3231,1,1,0,Laborers,4.0,-12.0,5456
9575,F,N,N,1,45000.0,Working,Secondary / secondary special,Married,House / apartment,-13597,-96,0,0,0,Core staff,3.0,-13.0,647
9576,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15929,-2879,0,1,0,Laborers,2.0,-29.0,5457
9577,M,Y,Y,0,116100.0,Working,Secondary / secondary special,Married,House / apartment,-10136,-2441,0,0,0,Laborers,2.0,-29.0,5458
9578,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-19922,-1128,0,0,0,NaN,2.0,-16.0,3215
9579,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-21613,365243,0,0,0,NaN,1.0,-43.0,4467
9580,M,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-18383,-3870,1,0,0,Drivers,3.0,-4.0,5459
9581,F,Y,Y,1,225000.0,Working,Higher education,Separated,House / apartment,-14816,-1672,0,0,0,Core staff,2.0,-14.0,79
9582,F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,-9887,-2474,0,1,0,Sales staff,2.0,-10.0,13
9583,F,Y,Y,0,360000.0,Working,Secondary / secondary special,Separated,House / apartment,-10597,-574,1,0,0,Medicine staff,1.0,-10.0,152
9584,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12323,-2898,0,0,0,Drivers,2.0,-10.0,5460
9585,F,N,Y,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,-12530,-218,0,0,0,Laborers,4.0,-18.0,5461
9586,F,N,Y,0,171000.0,Working,Secondary / secondary special,Married,House / apartment,-15111,-2019,1,1,0,Sales staff,2.0,-29.0,2509
9587,F,Y,N,0,144000.0,Working,Secondary / secondary special,Widow,House / apartment,-14407,-1345,0,0,0,HR staff,1.0,-60.0,206
9588,F,N,N,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-18852,-7037,0,0,0,NaN,2.0,-24.0,5462
9589,M,N,N,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16842,-9389,0,0,0,Laborers,2.0,-13.0,5463
9590,F,N,Y,0,45000.0,Pensioner,Lower secondary,Married,House / apartment,-22250,365243,0,0,0,NaN,2.0,-29.0,5464
9591,F,N,Y,0,202500.0,Pensioner,Higher education,Married,House / apartment,-21148,365243,0,1,0,NaN,2.0,-31.0,3636
9592,F,N,Y,1,67500.0,Working,Secondary / secondary special,Separated,House / apartment,-11126,-2087,1,1,0,Accountants,2.0,-1.0,1255
9593,F,N,N,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,-14802,-1846,0,0,0,Drivers,3.0,-21.0,5127
9594,F,N,Y,1,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14578,-7346,0,0,0,Laborers,2.0,-33.0,663
9595,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Widow,House / apartment,-21209,-834,0,0,0,Cleaning staff,1.0,-13.0,5465
9596,F,N,Y,0,126000.0,Working,Secondary / secondary special,Separated,House / apartment,-21646,-1283,1,1,0,Cleaning staff,1.0,-17.0,4226
9597,F,N,N,0,135000.0,State servant,Higher education,Single / not married,House / apartment,-10370,-1384,1,0,0,Accountants,1.0,-6.0,5466
9598,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21859,365243,0,0,0,NaN,2.0,-21.0,787
9599,M,Y,N,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-14767,-613,1,0,0,Drivers,2.0,-37.0,5467
9600,F,N,Y,2,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13019,-2307,0,0,0,NaN,4.0,-6.0,5468
9601,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-19431,-6226,0,0,0,High skill tech staff,2.0,-6.0,123
9602,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23579,365243,0,0,0,NaN,2.0,-45.0,808
9603,F,N,Y,1,247500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-11380,-1540,0,0,1,Laborers,3.0,-9.0,1
9604,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16510,-2788,1,1,0,NaN,2.0,-42.0,5469
9605,F,N,Y,0,135000.0,Pensioner,Higher education,Married,House / apartment,-21523,365243,0,1,0,NaN,2.0,-36.0,5470
9606,F,N,N,0,90000.0,Working,Higher education,Civil marriage,House / apartment,-10561,-2257,1,0,0,Core staff,2.0,-19.0,5471
9607,F,N,N,0,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18026,-9152,0,1,0,Laborers,2.0,-37.0,4425
9608,M,Y,Y,2,202500.0,Working,Higher education,Married,House / apartment,-11838,-798,0,0,0,Managers,4.0,-54.0,4343
9609,F,N,Y,0,202500.0,Pensioner,Higher education,Married,House / apartment,-21148,365243,0,1,0,NaN,2.0,-20.0,3636
9610,M,Y,Y,1,225000.0,State servant,Higher education,Married,House / apartment,-11429,-3165,1,0,0,NaN,3.0,-25.0,3473
9611,F,N,Y,1,315000.0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-18794,-1842,0,1,0,Cleaning staff,2.0,-7.0,1840
9612,M,Y,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,-24166,365243,0,0,0,NaN,2.0,-36.0,351
9613,M,Y,Y,5,202500.0,Working,Secondary / secondary special,Married,Co-op apartment,-11384,-2727,0,0,0,Managers,7.0,-19.0,5472
9614,F,Y,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14319,-774,1,0,0,Sales staff,2.0,-5.0,5473
9615,F,N,N,0,247500.0,Working,Higher education,Separated,House / apartment,-18696,-1800,0,1,0,High skill tech staff,1.0,-41.0,1860
9616,M,Y,Y,0,144000.0,Commercial associate,Higher education,Married,House / apartment,-19270,-2356,0,1,0,Managers,2.0,-5.0,3109
9617,M,Y,N,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,-16011,-1649,0,0,0,Managers,2.0,-6.0,2689
9618,F,N,N,0,99000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16378,-370,1,0,0,Core staff,1.0,-17.0,2928
9619,F,N,Y,2,144000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10887,-2558,0,0,0,NaN,4.0,-13.0,5474
9620,M,Y,Y,0,184500.0,Working,Secondary / secondary special,Married,House / apartment,-12298,-1200,0,0,0,Drivers,2.0,-50.0,3166
9621,F,Y,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-15692,-3649,0,0,0,Managers,4.0,-20.0,1087
9622,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23312,365243,0,1,0,NaN,2.0,-25.0,5475
9623,F,N,N,0,270000.0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-16999,-1140,1,1,0,Sales staff,1.0,-13.0,888
9624,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14130,-2877,1,1,1,Private service staff,2.0,-32.0,5128
9625,F,Y,Y,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-12883,-3627,0,0,0,Managers,2.0,-50.0,308
9626,F,N,Y,2,103500.0,Working,Secondary / secondary special,Married,House / apartment,-14431,-6621,1,1,0,Medicine staff,4.0,-14.0,3597
9627,F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,-12924,-2058,0,1,0,Sales staff,2.0,-48.0,1108
9628,F,Y,Y,1,225000.0,Commercial associate,Higher education,Separated,House / apartment,-15671,-232,0,0,1,Laborers,2.0,-17.0,5113
9629,M,Y,Y,0,121500.0,Commercial associate,Higher education,Married,House / apartment,-14543,-2105,0,0,0,Drivers,2.0,-8.0,5476
9630,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22523,365243,0,1,0,NaN,2.0,-11.0,488
9631,F,Y,N,0,216000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14775,-4327,1,0,0,Medicine staff,2.0,-41.0,3359
9632,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15839,-1525,1,1,0,Sales staff,2.0,-6.0,1509
9633,F,N,N,0,306000.0,State servant,Higher education,Married,House / apartment,-12677,-5587,0,0,0,Medicine staff,2.0,-36.0,927
9634,F,N,Y,0,74700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22266,365243,0,0,0,NaN,2.0,-17.0,5477
9635,M,N,N,0,337500.0,Working,Higher education,Married,House / apartment,-13631,-2538,0,1,0,NaN,2.0,-1.0,1986
9636,F,N,Y,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15792,-6237,1,1,0,Medicine staff,4.0,-11.0,5478
9637,F,N,Y,0,162000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14488,-7168,1,1,0,Cooking staff,2.0,-15.0,5479
9638,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,0,1,0,Cleaning staff,2.0,-40.0,1588
9639,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14892,-895,1,1,0,Accountants,2.0,-17.0,4465
9640,F,N,Y,0,202500.0,State servant,Higher education,Widow,House / apartment,-15784,-4919,0,0,0,NaN,1.0,-19.0,2082
9641,M,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22765,365243,0,1,0,NaN,2.0,-56.0,5480
9642,F,N,Y,0,121500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-11157,-277,0,0,0,Accountants,2.0,-30.0,1587
9643,M,Y,N,2,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14636,-3850,0,0,0,NaN,4.0,-20.0,5132
9644,F,N,N,0,54000.0,Pensioner,Higher education,Married,House / apartment,-22702,365243,0,0,0,NaN,2.0,-52.0,3770
9645,F,N,N,1,180000.0,Commercial associate,Incomplete higher,Married,House / apartment,-14687,-7401,1,1,0,High skill tech staff,3.0,-23.0,495
9646,F,N,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-9540,-959,0,0,1,Laborers,3.0,-15.0,1600
9647,M,N,Y,2,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22290,365243,0,0,0,NaN,4.0,-3.0,5481
9648,M,N,Y,0,90000.0,Working,Secondary / secondary special,Separated,Rented apartment,-9327,-96,0,0,0,Laborers,1.0,-9.0,2000
9649,F,Y,Y,1,180000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-15445,-706,0,0,0,Laborers,3.0,-11.0,3126
9650,F,N,Y,0,315000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22854,365243,0,1,0,NaN,1.0,-50.0,989
9651,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22742,365243,0,0,0,NaN,2.0,-40.0,4796
9652,F,Y,Y,2,67500.0,State servant,Higher education,Married,House / apartment,-11831,-3778,1,1,0,Core staff,4.0,-33.0,5482
9653,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15692,-9136,1,1,0,NaN,3.0,-2.0,2184
9654,F,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22471,365243,0,0,0,NaN,2.0,-19.0,2437
9655,F,N,N,0,36000.0,Working,Secondary / secondary special,Separated,Municipal apartment,-14846,-154,1,0,0,Cleaning staff,1.0,-53.0,5483
9656,M,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18214,-5210,1,1,0,Laborers,2.0,-23.0,1433
9657,M,Y,Y,1,405000.0,State servant,Higher education,Married,House / apartment,-11532,-4917,0,0,0,Managers,3.0,-30.0,4174
9658,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23365,365243,0,0,0,NaN,2.0,-13.0,4139
9659,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-17439,-6853,0,0,0,Laborers,2.0,-47.0,4274
9660,F,Y,Y,0,121500.0,Working,Higher education,Married,House / apartment,-10145,-1682,0,0,1,Sales staff,2.0,-22.0,4495
9661,M,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15031,-1436,0,0,0,Laborers,4.0,-12.0,1065
9662,F,N,Y,0,180000.0,Working,Higher education,Widow,House / apartment,-23035,-2134,0,0,0,Secretaries,1.0,-26.0,2670
9663,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14667,-1048,1,1,0,Accountants,2.0,-50.0,1314
