제목,내용
"[현장포토] &quot;오늘은, 안경선배&quot;...조슈아, 취향저격 <b>패션</b>","
 
그룹 ‘세븐틴’이 일본에서 진행된 'SEVENTEEN 2023 JAPAN FANMEETING LOVE’ 일정을 마치고 2일 오후 김포국제공항을 통해 입국했다.조슈아는 이날 블랙 팬츠에 가죽 재킷을 매치해 시크한 공항패션을 연출했다. 비니와 안경으로 포인트를 주며 남다른 패션센스도 돋보였다. 
돋보이는 비주얼 
""이 느낌, 캠퍼스 훈남""
"
"[화보]&quot;열도가 반했다&quot;..제니, 日<b>패션</b> 매거진 커버 장식","
 
[헤럴드POP=배재련 기자]그룹 블랙핑크 멤버 일본 패션지 보그 매거진 커버 모델로 등장했다.1일 제니는 자신의 채널을 통해 ""2023 July issue cover""라는 글과 함께 근황을 담은 다수의 화보컷을 공개했다. 
 
 
공개된 화보 속 제니는 다양한 의상을 입은 채 매력을 자랑하고 있다. 특히 제니는 파격 노출부터 시크미까지, 다양한 매력을 자랑, 일본뿐 아니라 전 세계 팬들을 사로잡았다.한편 제니는 HBO 시리즈 '디 아이돌(The Idol)'을 통해 제76회 칸국제영화제에 초청됐다. 또 블랙핑크는 현재 약 150만 명을 동원하는 K팝 걸그룹 최대 규모 월드투어 'BLACKPINK WORLD TOUR 'BORN PINK''를 진행하고 있다.
"
"<b>일본</b> 롯데홀딩스, 계열사 대표 일부 교체","





일본 롯데홀딩스의 계열사 ㈜패밀리와 미도리상사㈜, ㈜롯데그린서비스의 대표이사가 다마쓰카 겐이치로 바뀌었다.롯데지주는 이 같은 내용을 담은 대규모기업집단 현황을 30일 공시했다. 다마쓰카는 일본 패션회사 유니클로와 편의점 로손 등의 대표이사를 지낸 전문 경영인이다.이에 따라 고바야시 전 대표가 보유하고 있던 이들 회사의 지분(패밀리 10.0%·미도리 상사 14.5%·롯데그린서비스 9.72%)도 다마쓰카 대표에게 넘어갔다.대표 교체와 함께 신동빈 롯데 회장의 광윤사 지분도 소폭 감소(39.98%→39.03%)했다.신 회장은 신임 다마쓰카 대표에게 광윤사 지분 0.03%(10주)를 넘겼다. 또 일본 롯데홀딩스 준법 담당 임원으로 선임된 아키모토 세이이치로에게도 지분 0.03%(10주)를 넘겼다.이 외 다른 지분 구조는 작년과 동일했다.이에 따라 일본 롯데홀딩스 지분율은 신 회장 2.69%, 친족인 신영자 전 롯데장학재단 이사장 3.15%, 신동주 전 롯데홀딩스 부회장 1.77%, 신유미 전 롯데호텔 고문 1.46% 등이다.여기에 신격호 명예회장과 사실혼 관계였던 서미경 씨와 딸 신유미 전 고문의 자산관리 회사로 알려진 경유물산이 3.21%, 공익재단법인 롯데재단이 0.22%를 보유하고 있다.광윤사 지분은 신동주 전 부회장이 50.28%, 신동빈 회장이 38.98%, 신격호 명예회장의 부인 시게미츠 하츠코 여사가 10.00%를 보유하고 있다.공시에 따르면 19개의 일본 롯데 회사가 13개 한국 롯데 회사에 투자하고 있으며 이들 중 14개 회사에서 신 회장이 대표이사를 맡고 있다.

"
"[fn마켓워치]BNK·우리銀·캡스톤, <b>패션</b> 브랜딩에 투자","





 [파이낸셜뉴스] BNK벤처투자, 우리은행, 캡스톤파트너스가 패션 브랜딩에 50억원을 투자했다.   1일 투자은행(IB) 업계에 따르면 BNK벤처투자, 우리은행, 캡스톤파트너스는 이스트엔드의 시리즈B 투자에 50억원 규모로 참여했다. 이스트엔드의 누적 투자 유치규모는 130억원이다. 패션 플랫폼 운영사를 제외한 브랜드 운영사로서 최고액으로 꼽힌다.   특히 BNK벤처투자와 우리은행은 패션 브랜드 운영사 투자는 이번이 처음이다. 이스트엔드는 패션 브랜드 육성 능력과 데이터 기반의 생산 및 재고 관리 성과 등을 높이 평가받은 것으로 봤다.   2016년에 설립된 이스트엔드는 시티브리즈, 아티드, 로즐리, 후머 등 5개의 자체 브랜드를 온라인 D2C 기반으로 운영하고 있다. 주요 고객 층의 소비 트렌드를 반영해 다양한 디자인의 옷을 소량생산하는 방식을 추구한다. 디자인부터 생산, 물류, 마케팅 및 판매까지 모든 과정을 내재화해 고품질의 상품을 합리적인 가격에 제공한다. 또한, 온라인 판매에 적합한 반응형 생산체제를 구축, 오프라인 매장 중심의 브랜드 보다 낮은 재고율을 자랑한다.   차별화된 유통 및 판매 구조와 마케팅 전략으로 무신사, W컨셉, 29CM 등 주요 패션 플랫폼에서 인기 브랜드로 자리매김했다. 이스트엔드의 누적 거래액은 2022년 기준 500억원을 돌파했으며, 연간 90% 이상의 성장세를 이어 가고 있다.   이스트엔드는 이번 투자를 통해 브랜드 경쟁력 강화와 글로벌 진출을 위한 기반 마련에 주력할 계획이다. 브랜드 리뉴얼과 마케팅으로 고객과의 접점을 확대하여 국내 시장에서 입지를 더욱 공고히 한다는 방침이다.   중국, 일본, 동남아시아 등 해외 시장 진출도 목표로 하고 있다. 본격적인 해외 진출을 위해 현지 법인을 설립하고 물류 인프라를 구축할 예정이다. 특히 빅데이터를 활용해 해외 소비자의 반응을 분석하고, 이를 기반으로 상품을 기획 및 생산해 차별화된 경쟁력을 확보한다는 전략이다.   송진화 캡스톤파트너스 심사역은 ""이스트엔드는 패션 브랜드 시장에서 다년간 쌓아온 노하우와 패션 이커머스 시장 내 성장세, 해외 생산 기획력을 높이 평가하여 후속 투자를 결정했다. 향후 국내 오프라인 시장과 해외 시장 모두에서 이스트엔드의 성장이 기대된다""고 말했다.   김동진 이스트엔드 대표도 “이번 투자를 통해 이스트엔드는 국내 패션 이커머스 시장의 선두 주자로 도약할 수 있는 발판을 마련했다”며 “자체 생산 시스템 및 브랜드 육성 역량을 강화해 고객들에게 차별화된 패션 경험을 제공하기 위해 최선을 다하겠다”고 부연했다. #우리은행 #캡스톤파트너스 #BNK벤처투자 #패션플랫폼 #패션브랜딩  

"
"방민아, <b>일본</b>서 청량+퓨어한 매력 발산","
				
				
				그룹 걸스데이 출신 배우 방민아가 근황을 공개했다. 
사진=방민아 인스타그램 30일 방민아는 자신의 인스타그램에 ""교통수단이란 교통수단은 다 마스터함""이라며 일본 여행 중 찍은 사진 여러 장을 게재했다.공개된 사진 속 방민아는 기차와 길거리, 카페 등 다양한 장소에서 포즈를 취하고 있다. 
사진=방민아 인스타그램 방민아는 오버사이즈핏 블루 니트에 데님 미니 스커트를 입고, 높게 묶은 포니테일 헤어로 발랄한 무드의 패션을 선보였다. 여기에 컬러풀한 레이어드 티셔츠, 양말 등으로 감각적인 포인트를 줬다.그녀는 화장기 옅은 모습으로 청량하고 퓨어한 비주얼을 뽐냈으며, 특히 군살 하나 없는 젓가락 각선미가 시선을 끌었다. 
사진=방민아 인스타그램 한편, 방민아는 지난 4월 종영한 지니TV 오리지널 '딜리버리맨'에 출연했다.
"
"아이비, 먹느라 바빠서 그만 “<b>패션</b> 포기”…49kg인데?","
				
				
				가수 겸 배우 아이비가 먹는 데 누구보다 진심인 모습을 보이다 못해 패션 포기 선언을 했다.      
   사진=유튜브 ‘아이비티비 IVYTV’    1일 유튜브 ‘아이비티비 IVYTV’에는 ‘vlog | 하루 종일 먹기만 한 거 같은 일본 여행 브이로그! | 몬자야키 처음 먹어본 소감은?’라는 제목의 영상이 공개됐다.     도쿄에 도착한 영상 속 아이비는 “호텔에서 제일 가까워서 왔다”며 숙소 인근 우동집에서 자루우동 튀김 세트를 먹었다. 그 뒤에는 “여행만 가면 비가 온다”며 빗속을 뚫고 카페로 향해 드립커피와 디저트를 먹었다.      
   사진=유튜브 ‘아이비티비 IVYTV’    다음날, 아이비는 오코노미야키 맛집을 찾아갔지만 “예약을 안 하면 못 먹는다”는 사실을 마주하고 카레집으로 노선을 틀었다. 아이비는 “갑자기 들어온 집인데 맛있다”며 탄두리 치킨과 카레를 즐긴 뒤 일본 편의점에서 각종 간식을 샀다.     세번째 날에는 “패션 포기자”라며 “왜냐면 저한테는 날씨가 애매하다. 어제와 같은 재킷과 청바지를 입었다”고 밝혔다. 하지만 식단은 확실하게 바꾼 아이비는 장어 덮밥 가게에 들어가 “여기는 제가 매번 빠지지 않고 오는 곳이다”라고 전했다. 다음날에도 몬자야키와 디저트까지 알차게 즐긴 아이비는 맛집으로 꽉 찬 도쿄 여행을 성공적으로 마무리했다.     한편, 아이비는 뮤지컬배우로서도 활발하게 활동하며 뮤지컬 ‘물랑루즈’, ‘렌트’ 등의 대극장 작품에 주로 참여했다.           정다연 온라인 기자
"
"케플러 김다연, 퍼펙트한 청<b>패션</b> 각선미 [포토엔HD]","
 
[영종도(인천)=뉴스엔 유용주 기자] 걸그룹 케플러(Kep1er) 김다연이 6월 1일 오후 해외 일정을 위해 인천광역시 중구 운서동 인천국제공항을 통해 일본 나고야로 출국하고 있다.
"
유니클로·미즈노 실적 &apos;쑥&apos;… 기지개 켜는 日 <b>패션</b>,"

[머니S리포트-노재팬 끝났다]②팬데믹·노재팬 뒤로 다시 뛰는 일본 브랜드[편집자주]""오이시쿠나레~ 오이시쿠나레~"" 최근 사회관계망서비스(SNS)에서 유행하고 있는 '맛있어져라'라는 뜻의 일본어 유행어다. '더 퍼스트 슬램덩크'와 '스즈메의 문단속' 등 일본 영화 열풍이 불고 있는 가운데 유통가에서도 일본 콘텐츠 관련 상품과 행사가 쏟아지고 있다. 일본제품 불매운동인 '노재팬'(No Japan)으로 타격을 입었던 유니클로와 데상트의 실적도 회복세를 나타내고 있다. 아사히맥주는 품절 대란을 일으키고 올해 일본을 찾는 한국인은 200만명을 넘어섰다. ""가지 않겠습니다, 사지 않겠습니다""를 외치던 노재팬은 이제 '예스재팬'(Yes Japan)으로 변하고 있다.



한국유니클로를 운영하는 에프알엘코리아의 지난해 매출은 7043억원으로 전년 대비 21% 늘면서 상승세로 돌아섰다. 유니클로로 향하는 소비자들의 모습. /사진=장동규 기자 ◆기사 게재 순서①일본 캐릭터마다 대박 행진… 유통업계는 '예스재팬'②유니클로·미즈노 실적 '쑥'… 기지개 켜는 日 패션③일본으로 일본으로… 한국인 최고 인기여행지, 저가 항공권 '봇물''노재팬'(일본제품 불매운동) 전 SPA(제조·유통 일괄) 브랜드 부동의 1위는 유니클로였다. 깔끔하고 세련된 디자인에 가성비(가격 대비 성능)가 높다는 평가를 받으며 국내 론칭부터 승승장구했다. 2005년 국내 론칭 이후 매년 성장세를 기록하며 2015년에는 진출 10년 만에 매출 1조원을 넘어섰다. 전범기를 넣은 광고 등으로 사회적 논란을 일으켰지만 국내 실적은 좋았다.━유니클로의 반전, 지난해 매출·영업익 '껑충'━



한일 관계 회복에 반일 감정도 옅어지면서 일본 브랜드들이 기지개를 켜고 있다. 유니클로의 컬렉션 이미지. /사진=유니클로 유니클로의 실적이 곤두박질친 것은 2020년이다. 2019년 일본 수출 규제 영향으로 일본제품 불매운동이 크게 일면서 대표적인 불매 대상으로 지목됐다. 일본계열 브랜드이기도 하지만 일본군 위안부 모독 논란을 불러일으킨 광고로 국민 공분을 샀다.돌아선 팬이 더 무섭다는 말은 유니클로를 두고 하는 말이었다. 유독 한국에서 인기가 많았던 유니클로를 향한 불매운동 물결은 거셌다. 온라인 커뮤니티에는 유니클로를 방문하는 사람이 있는지 매장 앞에서 지켜보겠다는 글까지 올라오곤 했다. 격해진 반일 감정은 한동안 지속된 가운데 탑텐, 스파오 등 대체재도 많았던 만큼 유니클로의 매출은 빠르게 줄었다.한국유니클로를 운영하는 에프알엘코리아의 매출은 회계연도 기준 ▲2018년 1조3732억원 ▲2019년 1조3780억원 ▲2020년 6297억원 ▲2021년 5824억원 순으로 2020년을 기점으로 매출이 반토막 났다. 영업이익도 ▲2018년 2344억원 ▲2019년 1994억원에서 2020년 마이너스(-)883억원을 기록하며 적자를 내기까지에 이르렀다.



유니클로 운영사 에프알엘코리아 실적 추이. /그래픽=이강준 기자 지난해부터는 분위기가 달라졌다. 패션업계에선 신종 코로나바이러스 감염증(코로나19) 대확산으로 눌려왔던 소비가 살아나기 시작했다. 경기 불황으로 SPA 브랜드 선호도가 커졌다. 한일 관계 회복에 반일 감정도 옅어졌다. 일본 브랜드들이 기지개를 켤 준비가 된 것이다.에프알엘코리아의 지난해 매출은 7043억원으로 전년 대비 21% 늘면서 상승세로 돌아섰다. 경영 효율화 등으로 2021년(529억원)부터 흑자전환한 영업이익은 1148억원을 기록하며 전년 대비 117% 뛰었다.SPA 브랜드 관계자는 ""팬데믹(세계적 감염병 대유행) 기간 온라인 쇼핑으로 트렌드가 바뀌면서 이미 고객들에게 브랜딩된 패션 브랜드와 SPA는 실적이 좋았다""며 ""리오프닝(경제활동 재개) 이후 등하교와 출퇴근이 다시 시작되며 외출복에 대한 쇼핑니즈가 확산해 SPA 브랜드가 다시 수혜를 입었다""고 말했다.━데상트·미즈노 바닥 찍고 일어섰다━



데상트코리아와 한국미즈노의 매출 추이. /그래픽=이강준 기자 스포츠 브랜드 중 주요 불매운동 대상인 데상트코리아도 반등세다. 데상트는 일본에서 설립된 스포츠 브랜드다. 나이키와 아디다스에 이어 국내에서 굳건한 시장 지위를 유지하고 있었지만 트렌드 대응이 다소 늦다는 평가를 받다가 노재팬의 집중 타격을 받았다. 데상트코리아의 실적을 보면 ▲2018년 매출 7270억원 영업이익 679억원 ▲2019년 매출 6156억원 영업이익 89억원 ▲2020년 매출 4986억원 영업이익 -32억원 ▲2021년 매출 5437억원 영업이익 115억원 ▲2022년 매출 5555억원 영업이익 392억원 등이다. 노재팬 영향이 컸던 2020년 매출이 크게 줄고 적자를 기록했다. 이후 경영 정비를 통해 흑자로 돌아섰고 매출도 상승 곡선으로 전환 중이다. 영업이익은 크게 개선됐다.또다른 일본계열 스포츠 브랜드 한국미즈노는 매출을 회복 후 성장에 성공했다. 한국미즈노의 매출은 ▲2018년 782억원 ▲2019년 726억원 ▲2020년 590억원 ▲2021년 708억원 ▲2022년 919억원이다. 2020년에 매출 감소가 컸으나 2021년 700억원대로 회복 후 지난해 900억원을 넘어섰다. 수익성도 노재팬 및 팬데믹 이전 수준을 달성했다. 한국미즈노의 영업이익은 ▲2018년 74억원 ▲2019년 34억원 ▲2020년 -24억원 ▲2021년 17억원 ▲2022년 73억원 등으로 지난해 2018년 수준의 흑자를 기록했다.패션업계 관계자는 ""일본 불매운동 영향력은 거의 없어진 상황""이라며 ""스포츠 브랜드의 경우 애슬레저(운동+여가), 고프코어(아웃도어룩의 일상화) 등 지속되는 트렌드로 인해 성장 폭이 커질 것으로 예상된다""고 내다봤다.

"
&quot;한국판 유니클로 나오지 말란 법 없다&quot;…개혁 꿈꾸는 코웰<b>패션</b> [하수정의 티...,"

이순섭 코웰패션 회장 인터뷰""세상에 없던 글로벌 패션 파이프라인 추진""영국 국민 캐쥬얼 '슈퍼드라이' 아시아IP 인수홈쇼핑 속옷사업으로 시작해 40여개 브랜드 확장로젠택배 인수 후 연 매출 1조로 성장



""세상에 없던 '글로벌 패션 파이프라인'이 곧 탄생합니다.""  이순섭 코웰패션 회장(사진)은 ""나는 야망이 있다""고 고백했다. 30일 서울 여의도 코웰패션 회장 집무실에서 만난 그는 ""일본 '유니클로'에 대항하는 글로벌 브랜드를 빠른 시간내에 키울 계획을 세우고 있다""고 연신 강조했다.  시가총액 100조원, 연 매출 20조원, 업력 50년에 달하는 유니클로를 이제 막 매출 1조원을 넘긴 20년 업력의 코웰패션이 어떻게 맞설 수 있을까. 이 같은 질문에 이 회장은 화이트보드 위에 그림을 그리기 시작했다. 코웰패션을 중심으로 글로벌 브랜드와 국내 유통사, 해외 파트너사들이 손 잡은 '글로벌 패션 파이프라인' 구조를 설명하기 위해서다.   ○ 아시아 공략 승부수, 슈퍼드라이이 회장은 패션 개혁을 꿈꾼다. 이 회장은 ""그동안 해오지 않았던 형태의 패션사업을 조만간 공개할 방침""이라고 밝혔다. 해외 브랜드를 빌려 수수료를 주고 생산·판매하는 '라이선스 사업'이나 위탁생산 중심의 주문자상표부착생산(OEM)에 치중했던 국내 패션기업들의 한계를 뛰어넘겠다는 복안이다. 그는 유명 브랜드의 지식재산권(IP)을 인수한 후 국내·외 유통사들과의 합종연횡을 통해 빠르게 시장을 장악하는 '글로벌 패션 파이프라인' 구축을 추진 중이다. 글로벌 패션 파이프라인 1호는 '영국 국민 캐쥬얼 브랜드'인 슈퍼드라이. 이 회장은 '한국판 유니클로'의 꿈을 시작하기에 적합한 브랜드를 오랜 기간 찾아왔다. ▷매출 1조원 수준, 매장 500개 이상의 규모화가 돼 있고 ▷남녀 모두 선호하는 글로벌 인지도를 갖추면서도 ▷국내에 아직 진출하지 않은 브랜드라는 조건이다.여기에 부합하는 브랜드는 영국의 슈퍼드라이가 유일했다고 이 회장은 전했다. 코웰패션은 지난 3월 중국 기업들을 제치고 슈퍼드라이의 아시아태평양 지역(인도, 호주, 뉴질랜드 제외) 40여개국의 지식재산권(IP)을 5000만달러(660억원)에 인수하는 데 성공했다. 라이선스 사업은 한정된 계약기간동안 본사에 로열티를 주는 구조인 반면, IP인수는 상표권을 영구히 갖게 된다는 점에서 차이가 있다. 이 회장은 ""국내에서 유니클로에 대항하는 신규 브랜드를 만들어봤자 해외 진출하면 인지도가 없어 바닥에서 시작해야한다""며 ""해외에 바로 나가도 승부를 볼 수 있는 유명 브랜드의 IP 인수를 갈망해왔다""고 설명했다.  ○""10조 가치의 기업 만들 것""이 회장은 ""슈퍼드라이를 아시아에서 '메가 브랜드'로 키울 판을 이미 짜 놓았다""고 했다. 그는 기획 디자인 생산 마케팅을 맡는 코웰패션을 중심으로 국내외 파트너사들과 손을 잡는 글로벌 패션 파이프라인을 소개했다. 다음 달 말께 대형 유통사와 합작법인을 세우는 작업이 첫 단계다. 유통사와 이익을 공유하는 합작법인을 통해 유통사 스스로 브랜드를 확산시키는 데 적극 나서는 구조를 만들겠다는 계획이다. 해외 파트너사들과 동남아시아 공략을 시작한 후 중국 시장은 시차를 두고 진입키로 했다.  코웰패션이 슈퍼드라이 영국본사에 10년간 5억 달러(6600억원)규모의 역수출을 하는 방안도 성사될 것으로 예상된다. ""만에 하나 슈퍼드라이 아시아 사업이 실패하더라도 본사 역수출 물량이라는 안전판이 있다""는 게 이 회장의 설명이다.  이 회장의 꿈은 크다. 슈퍼드라이를 아시아에서 연 1조원 매출 브랜드로 키우겠다는 목표를 세웠다. 글로벌 패션 파이프라인을 통해 슈퍼드라이가 성공하면, 다른 브랜드들도 이 파이프라인에 잇따라 들어올 것으로 기대하고 있다. 글로벌 브랜드 10개 이상을 확보해 10조원의 기업가치를 만드는 게 그의 야망이다.  이 회장은 ""유니클로, GAP 등 초대형 글로벌 브랜드를 운영하는 패션기업이 한국에 나오지 말란 법은 없다""며 ""남들이 가지 않은 길을 걸으며 패션계 이정표를 세우고 싶다""고 했다. ○""정체되면 죽는다"" 역성장 없는 코웰패션코웰패션이 단순 홈쇼핑용 속옷회사라고 생각하면 오산이다. 코웰패션은 40여개 글로벌 브랜드의 언더웨어, 스포츠웨어, 화장품, 가방 등 패션의 거의 모든 분야를 제작 판매한다. 아디다스, 캘빈 클라인 등도 처음엔 코웰패션에 언더웨어 부문을 맡겼지만 이후 판매 실적을 본 뒤 의류까지 확장했다.   이렇게 글로벌 브랜드와의 네트워크가 확장된 데는 이 회장의 집념이 있었다. 그는 ""브랜드의 오너에게 직접 이메일을 보내고 찾아가며 수 년간 연락 시도를 하는 것이 비결이라면 비결""이라고 했다. 캘빈 클라인은 5년만에, 아디다스는 3년만에 브랜드 제조 및 판권을 따냈다. ""거절당하는 것은 두렵지 않습니다. 올해 거절당했다고 내년, 내후년까지 또 거절 당하는 것은 아니니까요.""코웰패션은 2002년 설립 후 단 한해도 역성장이 없었다. 적자도 없었다. 권오일 대명화학 회장을 만나 대명화학 계열의 필코전자와 합병, 2015년 코스닥에 상장했다. 코웰패션에 전자사업부가 있는 이유다. 2021년엔 로젠택배를 인수해 물류사업과 시너지를 모색중이다. 

"
<b>일본</b> 캐릭터마다 대박 행진… 유통업계는 &apos;예스재팬&apos;,"

[머니S리포트-노재팬 끝났다]①밀려오는 '메이드 인 재팬' 물결[편집자주]""오이시쿠나레~ 오이시쿠나레~"" 최근 사회관계망서비스(SNS)에서 유행하고 있는 '맛있어져라'라는 뜻의 일본어 유행어다. '더 퍼스트 슬램덩크'와 '스즈메의 문단속' 등 일본 영화 열풍이 불고 있는 가운데 유통가에서도 일본 콘텐츠 관련 상품과 행사가 쏟아지고 있다. 일본제품 불매운동인 '노재팬'(No Japan)으로 타격을 입었던 유니클로와 데상트의 실적도 회복세를 나타내고 있다. 아사히맥주는 품절 대란을 일으키고 올해 일본을 찾는 한국인은 200만명을 넘어섰다. ""가지 않겠습니다, 사지 않겠습니다""를 외치던 노재팬은 이제 '예스재팬'(Yes Japan)으로 변하고 있다.



 '더 퍼스트 슬램덩크'와 '스즈메의 문단속' 등 일본 영화 열풍이 불고 있는 가운데 유통가에서도 일본 콘텐츠 관련 상품과 행사가 쏟아지고 있다. /그래픽=이강준 기자 ◆기사 게재 순서①일본 캐릭터마다 대박 행진… 유통업계는 '예스재팬'②유니클로·미즈노 실적 '쑥'… 기지개 켜는 日 패션③일본으로 일본으로… 한국인 최고 인기여행지, 저가 항공권 '봇물'손꼽히는 문화강국 일본이 콘텐츠로 '노재팬'(일본제품 불매운동)의 끝 무렵 한반도를 휩쓸었다. 유통가에선 캐릭터 컬래버레이션 상품이 불티나게 팔렸고 일본 애니메이션 관련 상품과 행사가 뜨거운 호응을 얻으며 오픈런(매장 문을 열자마자 달려가는 것) 현상이 이어졌다.━ 포켓몬부터 도라에몽까지… 유통가 장악한 日 캐릭터━



SPA삼립이 출시한 포켓몬빵은 2022년 12월 누적 판매량 1억개를 돌파하며 캐릭터빵 열풍을 주도했다. /사진=SPC삼립 지난해 유통가의 뜨거운 감자는 띠부띠부씰(떼었다 붙였다 하는 스티커)이었다. 캐릭터 띠부띠부씰이 담긴 상품이 매진되면서 중고거래 플랫폼에서 웃돈을 주고 거래하는 진풍경이 연출됐다. 이 캐릭터들의 공통점은 대부분 일본 애니메이션 주인공이라는 것이다.메가 히트 상품으로 등극한 '포켓몬빵'은 대표적인 일본 캐릭터 컬래버 상품이다. 2022년 2월 출시된 포켓몬빵 시리즈는 지난해 SPC삼립의 호실적을 이끈 주역이기도 하다. '그때 그 추억 소환'을 콘셉트로 SPC삼립이 선보인 '돌아온 포켓몬빵'은 당대 인기를 끌었던 캐릭터빵 위주로 순차적으로 출시됐다. 포켓몬빵은 판매 일주일 만에 150만개가 팔리며 돌풍 조짐을 보이더니 출시 43일 만에 1000만봉 판매를 돌파하며 히트를 쳤다. 2022년 12월 누적 판매량 1억개를 돌파하며 그 해 캐릭터빵 열풍을 주도했다.SPC삼립은 포켓몬빵 인기에 힘입어 지난해 최대 매출을 기록했다. SPC삼립의 2022년 연결 기준 매출은 3조3145억원으로 전년 대비 12.5% 증가했다. SPC삼립의 연매출이 3조원을 넘은 것은 지난해가 처음이다.SPC삼립은 '산리오캐릭터즈 빵'으로 캐릭터 빵 열풍을 이어가고 있다. 산리오캐릭터즈는 일본의 캐릭터 기업 산리오의 캐릭터들을 말한다. 헬로키티, 마이멜로디 등으로 유명하다. 지난 4월 출시 이후 지속해서 인기를 얻고 있다.



편의점 CU가 선보인 짱구 시리즈는 출시 10개월 만에 누적 판매량 250만개를 기록했다. /사진=BGF리테일 일본 캐릭터 컬래버 상품은 편의점에서 유행처럼 번졌다. 편의점 CU는 지난해 7월부터 일본 애니메이션 '짱구는 못말려'와 협업을 통해 캐릭터 스티커를 넣은 가정간편식(HMR) 상품들을 선보여왔다. 캐릭터 굿즈를 수집하는 소비 트렌드에 더해 애니메이션 속 주인공 짱구가 먹었던 음식들을 그대로 구현한 상품 특징이 팬들 사이에서 입소문을 타면서 인기를 끌었다. 짱구 시리즈는 출시 10개월 만에 누적 판매량 250만개를 기록했다.세븐일레븐은 '도라에몽'을 소환했다. 올해 5월 '도라에몽동글단팥만쥬' 출시를 시작으로 상품 수를 확대한다. 만화 속 캐릭터나 세계관을 상품에 도입하고 띠부씰도 구성했다. 세븐일레븐은 산리오캐릭터즈 협업 상품·굿즈도 선보이고 있다.SPC삼립 마케팅 관계자는 ""포켓몬빵이 처음 등장했던 1998년 당시 띠부띠부씰 수집은 하나의 유행을 넘어 세대를 관통하는 트렌드로 자리 잡았다""며 ""현재는 성인이 된 소비자들이 설레는 마음으로 띠부씰을 뜯어보았던 유년기의 추억을 회상하며 띠부띠부씰 수집 놀이를 이어오고 있는 것 같다""고 말했다.━ 극장가 휩쓸고 '잇템'도 한국 상륙━올해는 일본 영화도 국내를 강타했다. '더 퍼스트 슬램덩크'와 '스즈메의 문단속'이 각각 400만명과 500만명이 넘는 관객을 동원하며 올해 개봉한 영화 중 관객 수 선두를 달리고 있다. 뜨거운 인기에 서울 여의도에 있는 더현대 서울에서는 1월26일부터 2월7일까지 슬램덩크 팝업스토어를 열었다. 유니폰, 피규어, 포스터 등 다양한 굿즈를 판매했다. 오픈 전날부터 대기자가 발생할 정도로 많은 관심을 받았다. 현대백화점 관계자는 ""행사 첫날 오전 대기 번호가 800번대가 넘어가며 접수를 조기 마감할 정도""라고 설명했다. 행사 기간 2만여명이 방문한 것으로 추산된다. 



이마트24는 지난달 동명의 원작 소설을 비롯한 ‘신카이 마코토 인기소설 3종 패키지 한정판’을 단독으로 선보였다. /사진=이마트24 역대 일본 영화 중 최고 흥행작이 된 스즈메의 문단속은 동명 원작 소설이 출간 세 달 만에 20만부가 팔렸다. 편의점 이마트24는 스즈메의 문단속 감독인 신카이 마코토의 인기작 패키지 한정판을 선보였다.일본 불매운동이 사그러들고 일본 콘텐츠가 큰 인기를 얻으며 일본맥주 수입·판매량도 빠르게 회복되고 있다. 올해 일본맥주 수입량은 ▲1월 2553t ▲2월 2149t ▲3월 3719t ▲4월 3869t으로 전년 동기 대비 254% 증가했으며 이미 2021년 연간 수입량을 추월했다. 편의점에서도 일본맥주 할인 행사를 재개했다. 일본 대표 맥주인 아사히는 '일본여행 잇템'으로 불리던 생맥주캔 신제품을 내며 품절 대란을 일으켰다. 캔을 개봉하면 부드러운 거품이 자연스럽게 올라와 생맥주 같은 맛을 즐길 수 있는 제품이다. 여행객들 사이에서는 일본에서 꼭 맛봐야 할 제품으로 손꼽혔다.롯데아사히주류 관계자는 ""일본에서의 인기가 한국에서도 화제가 돼 국내 미발매 상품임에도 사회관계망서비스(SNS)에서 많이 언급되며 국내 출시 요청이 잇따랐다""며 ""7월 국내 정식으로 선보이기 전 일부 수량을 먼저 출시하게 됐다""고 말했다.

"
