제목,내용
"롯데온, 온앤더<b>패션</b> 시즌오프…최대 60% 할인","

빈폴·라코스테 등 30여개 브랜드



롯데온은 오는 8일까지 '온앤더패션 시즌오프'를 진행한다. (사진제공=롯데온)롯데온은 오는 8일까지 '온앤더패션 시즌오프'를 진행하고, 겨울 패션 수요 공략에 나선다고 3일 밝혔다.이번 행사에서는 빈폴, 라코스테, 헤지스, 타미힐피거 등 30여개 인기 패션 브랜드가 가을·겨울 시즌 의류를 최대 60% 할인된 가격에 선보인다. 패딩, 퍼 등 겨울 아우터를 중심으로 행사상품에 적용할 수 있는 최대 25% 할인 쿠폰 및 최대 7% 카드 즉시 할인 혜택을 제공한다.추가 할인 및 사은품 증정 등 단독 혜택도 준비했다. 대표적으로 롯데온은 삼성물산과 손잡고 '빈폴 시즌오프' 행사를 진행하며 빈폴멘, 빈폴레이디스, 빈폴키즈, 갤럭시 등 10개 브랜드 인기 상품을 최대 30% 할인된 가격에 선보인다. 롯데온 단독으로 행사상품에 적용할 수 있는 최대 10% 카드 즉시 할인 쿠폰과 상품 사이즈 문제로 구매를 망설이는 고객을 위한 '무료 반품 쿠폰'을 제공한다.롯데온 관계자는 ""이번 겨울은 추위가 늦게 찾아오며 각 브랜드의 시즌오프 기간에 맞춰 할인된 가격에 의류를 구매하는 고객이 많아질 것으로 예상한다“며 ”처음으로 인기 패션 브랜드들을 모아 통합 시즌오프 행사를 진행한다”고 말했다.

"
"롯데온, 늦은 한파 특수에 <b>겨울</b> 아우터 최대 60% 할인","

8일까지 인기 브랜드 총출동한 '온앤더패션 시즌오프' 진행



롯데온x빈폴 시즌오프 기획전(롯데온 제공)(서울=뉴스1) 윤슬빈 기자 = 롯데온은 이달 8일까지 본격적인 '온앤더패션 시즌오프' 행사를 진행하고 마지막 겨울 패션 수요 잡기에 나선다고 3일 밝혔다. 행사 기간에는 빈폴, 라코스테, 헤지스, 타미힐피거 등 30여 개 인기 패션 브랜드가 인기 아우터(겉옷)를 비롯한 가을, 겨울 시즌 의류를 최대 60% 할인한 가격에 선보인다.이번 겨울은 예년보다 추위가 늦게 찾아오며 겨울 패션 시장이 연말까지 활기를 띄고 있다. 패션 상품은 기온이 낮아지기 시작하고, 각 브랜드에서 가을∙겨울 신상품을 선보이는 11월에 최고 매출을 기록하는 것이 일반적이다. 롯데온은 다만 이번 초겨울은 이상고온으로 인해 11월 매출이 주춤했으나, 본격적인 추위가 찾아온 12월에 역대 최고 매출을 달성했다고 설명했다.롯데온의 12월 의류 매출은 전년대비 10% 이상 증가했으며 특히 '남성·여성 패딩' 매출이 전년대비 2배 이상 늘어나는 등 강추위에 급하게 아우터를 비롯한 겨울 의류를 구매하는 수요가 매출 신장을 견인한 것으로 나타났다.롯데온의 이번 '온앤더패션 시즌오프' 행사는 처음으로 인기 패션 브랜드를 모아 통합으로 행사를 기획했다. 예년에는 브랜드별로 행사 기간이 달랐지만, 이번 겨울에는 늦은 추위로 인해 시즌오프 기간에 실수요가 많을 것으로 예상했기 때문이다.행사 기간에는 강추위에 대비하기 위한 패딩, 퍼(Fur) 등 겨울 아우터를 중심으로 행사상품에 적용할 수 있는 최대 25% 할인 쿠폰 및 최대 7% 카드 즉시 할인 혜택을 제공한다. 추가 할인 및 사은품 증정 등 단독 혜택도 준비했다. 대표적으로 롯데온은 삼성물산과 손잡고 '빈폴 시즌오프' 행사를 진행하며 빈폴멘, 빈폴레이디스, 빈폴키즈, 갤럭시 등 10개 브랜드 인기 상품을 최대 30% 할인한 가격에 선보인다. 롯데온 단독으로 행사상품에 적용할 수 있는 최대 10% 카드 즉시 할인 쿠폰과 상품 사이즈 문제로 구매를 망설이는 고객을 위한 '무료 반품 쿠폰'을 제공한다. 더불어 브랜드별 구매 기준을 충족한 고객 중 추첨을 통해 가방, 머플러, 텀블러 등 다양한 경품을 증정한다. 대표 상품으로 한파 대비를 위한 '빈폴멘 블랙 뉴베이직 미디엄 구스다운 점퍼'와 '빈폴레이디스 에코 코쿤핏 발마칸 코트'와 아동용 '빈폴키즈 클래식 케이블 풀오버' 등을 할인한 가격에 선보인다. 이 외에도 다가오는 설을 맞아 갤럭시, 갤럭시라이프스타일, 로가디스 등 정장 브랜드도 할인된 가격에 선보인다. 22년 가을∙겨울에 선보인 신상품도 할인한다. 라코스테 패딩 및 가디건, 스웨터 등의 겨울 의류 상품을 최대 30% 할인 판매하고 상품별로 최대 10% 할인 및 최대 15% 카드 즉시 할인 등의 혜택을 추가로 제공하며 대표 상품으로 '라코스테 남성 퀼팅 점퍼'가 있다.
		
"
송혜교의 <b>겨울패션</b>은 ‘발라클라바’,"
 
송혜교 SNS 캡처배우 송혜교가 아름다운 근황을 공개했다.송혜교는 19일 자신의 사회관계망서비스(SNS) 인스타그램을 통해 사진 한 장을 공개했다.사진 속 송혜교는 두꺼운 패딩 점퍼를 입고 바라클라바를 착용한 채 카메라를 바라보고 있다. 화장기 없는 얼굴이지만 뚜렷한 그의 이목구비가 시선을 끈다.송혜교가 착용한 발라클라바는 눈이나 입을 제외한 머리 전체를 덮는 방한의류로, 영국군이 추위를 이기기 위해 착용한 것에서 유래했다. 강민경, 김나영 등의 스타들이 착용하며 화제가 되기도 했다.한편 송혜교는 김은희 작가의 신작인 ‘더 글로리’에 출연한다. ‘더 글로리’는 유년 시절 폭력으로 영혼까지 부서진 한 여자가 온 생을 걸어 치밀하게 준비한 복수를 다룬 극이다. 30일 넷플릭스에서 공개된다.이예주 온라인기자 yejulee@kyunghyang.com
			"
따뜻한 <b>겨울</b>나기 <b>패션</b>쇼,"





28일 서울 중구 프레스센터에서 열린 에너지 절약 서포터스 발대식에서 모델들이 온(溫) 맵시 패션쇼를 하고 있다.
		
"
[포토] 따뜻한 <b>겨울</b>나기 <b>패션</b>쇼,"





[이데일리 김태형 기자] 28일 한국프레스센터에서 열린 ‘에너지 다이어트 서포터즈 발대식’에서 모델들이 ‘온(溫) 맵시 패션쇼’를 하고 있다.이날 ‘에너지 다이어트 서포터즈 발대식’에는 경제단체, 시민단체, 공공기관 및 교육·종교단체, 백화점·유통·가전사 등이 참여해 에너지 절약 동참에 결의했다.

"
"쿠팡, 새해맞이 <b>패션</b>위크…최대 80% 세일","

패딩·코트·부츠 등 할인 판매



쿠팡이 오는 8일까지 새해를 맞아 ‘패션위크’를 진행한다. (사진제공=쿠팡) 쿠팡은 오는 8일까지 새해를 맞아 겨울 패션 상품을 최대 80% 세일하는 ‘패션위크’를 진행한다고 2일 밝혔다.쿠팡 패션위크는 매달 첫 주에 진행하는 패션 월간 이벤트로, 최신 패션 트렌드가 반영된 아이템들을 저렴한 가격으로 만나볼 수 있다. 이번 주는 기온이 떨어진 겨울 막바지에 필요한 패딩, 코트, 부츠, 니트, 맨투맨 등을 엄선했으며 신학기 준비를 서두르는 고객을 위해 책가방, 실내화도 선보일 예정이다.쿠팡 관계자는 “새해를 맞아 고객들의 관심도가 높은 겨울 상품과 입고된 지 얼마 안 된 겨울 신상품을 중심으로 할인 혜택을 제공할 예정”이라며 “올해도 쿠팡의 패션위크가 고객들에게 매월 더 다양한 패션 아이템을 합리적인 가격으로 제공해 드릴 수 있도록 노력을 다하겠다”고 말했다.

"
"쿠팡, 새해맞이 <b>겨울</b> 상품 최대 80% 할인 판매","





(제공 = 쿠팡) 2023.01.02. *재판매 및 DB 금지[서울=뉴시스] 이혜원 기자 = 쿠팡은 새해를 맞이해 오는 8일까지 겨울 패션 상품을 최대 80% 할인하는 '1월 패션위크' 행사를 진행한다고 2일 밝혔다. ‘쿠팡 패션위크’는 쿠팡이 매달 첫 주에 진행하는 패션 월간 이벤트로 매달 새로운 주제로 최신 패션 트렌드가 반영된 아이템들을 저렴한 가격으로 판매한다. 이번 주는 기온이 떨어진 겨울 막바지에 필요한 패딩아우터, 겨울코트, 부츠, 니트, 맨투맨 등을 엄선했다.쿠팡 패션위크는 쿠팡 MD들이 엄선한 상품과 파격적인 할인 혜택으로 고객들의 호응을 얻고 있다. 가장 최근인 12월 패션위크에서는 작년 1월보다 거래액이 9배 이상 증가하는 등 성과를 보이기도 했다.쿠팡 관계자는 “새해를 맞아 고객들의 관심도가 높은 겨울 상품과 입고된 지 얼마 안 된 겨울 신상품을 중심으로 할인 혜택을 제공할 예정”이라며 “올해도 쿠팡의 패션위크가 고객들에게 매월 더 다양한 패션 아이템을 합리적인 가격으로 제공해 드릴 수 있도록 노력을 다하겠다”고 말했다.

"
럭셔리 브랜드 강화하는 <b>패션</b>업계…<b>겨울</b> 성수기 공략,"

'코오롱FnC·신세계인터·한섬·삼성물산' 신명품 라인업""코로나 계기로 고가 명품 구매 현상 뚜렷…매출 성장 견인도""



아워레가시 매장 모습.(한섬제공)(서울=뉴스1) 김진희 기자 = 패션업계가 MZ세대 중심의 새로운 소비층을 겨냥해 럭셔리 브랜드 강화에 나섰다. MZ세대 사이에서 고가의 해외 럭셔리 제품인 '신명품'이 잘 팔리면서 새 브랜드를 발굴해 패션 성수기인 4분기를 공략할 계획이다.10일 관련 업계에 따르면 패션 기업들은 최근 해외 럭셔리 브랜드 발굴을 통한 포트폴리오 강화 작업에 한창이다.코오롱FnC는 지난달 이탈리아 럭셔리 가죽 브랜드 발렉스트라의 국내 독점 사업권을 확보하고 론칭을 공식화했다. 발렉스트라 매장을 갤러리아백화점 명품관 이스트(ESAT)점에 열었다.발렉스트라는 1937년 장인 지오반니 폰타나가 설립한 브랜드로 여행가방을 뜻하는 이탈리아어 '발리제리아'와 뛰어남을 뜻하는 '엑스트라'의 합성어다. 공예적 요소와 혁신을 결합한 밀라노 럭셔리 스타일의 정수를 보여주는 브랜드로 국내외 두터운 마니아층을 보유하고 있다.코오롱FnC는 마크 제이콥스, 닐바렛 등 기존에 전개 중인 해외 럭셔리 브랜드에 이어 발렉스트라를 신규 전개하면서 신명품 포트폴리오를 보완했다. 신세계인터내셔날은 브루넬로 쿠치넬리, 크롬하츠, 알렉산더왕 등 해외 고가 브랜드를 선보이고 있다. 지난 9월에는 여성 컨템포러리 브랜드 엔폴드의 국내 판권을 확보하고 신세계백화점 강남점에 매장을 열었다.현대백화점그룹 패션 계열사 한섬은 7월 스웨덴 패션 브랜드 아워레가시와 국내 독점 유통 계약을 맺고 현대백화점 압구정본점에 단독 매장을 개소했다. 아워레가시는 2005년 스웨덴 스톡홀름에서 시작된 패션 브랜드로 미니멀한 북유럽 스타일의 디자인이 특징이다. 최근 연예인, 모델 등 패션 피플 사이에서 입소문을 타며 MZ세대들이 선호하는 신명품 반열에 올랐다.자체 브랜드 매출 비중이 큰 한섬마저 삼성물산 출신 박철규 사장을 영입해 해외 럭셔리 브랜드군을 강화하는 것은 최근 신종 코로나바이러스 감염증(코로나19) 사태 이후 신명품 브랜드 성장세가 뚜렷해서다.한 패션업계 관계자는 ""명품이나 럭셔리 제품은 외출 빈도, 경기와 상관없이 오래 장착할 수 있어 애매한 포지션의 국내 제품을 사는 것보다 명품, 럭셔리 제품을 사려는 현상이 코로나를 계기로 심화됐다""고 말했다.이어 ""특히 명품과 럭셔리를 소비하는 주요 층이 20대 초중반 이하로 낮아졌다""며 ""MZ세대를 중심으로 한 새로운 소비층이 형성돼 플렉스, 언박싱 등 또래에게 자랑하거나 공감대를 형성하려는 현상이 커졌다""고 덧붙였다.올해 패션 기업들의 3분기 실적만 봐도 신명품 브랜드들이 매출 성장을 견인했다. 신세계인터내셔날은 브루넬로 쿠치넬리, 크롬하츠, 알렉산더왕 등 브랜드들이 매출을 이끌면서 패션 매출이 두 자릿수 신장률을 기록했다. 크롬하츠는 이달 들어 가격까지 인상하면서 판매 단가도 급증했다. 엔폴드는 론칭 한 달 만에 내부 목표 매출의 200% 이상을 달성했다.삼성물산 패션 부문은 일찍이 아미, 메종키츠네, 르메르, 톰브라운 등 신명품 브랜드 사업을 전개해 효과를 톡톡히 누리고 있다. 지난달 말 기준 브랜드별 전년 대비 증가율을 보면 △아미 60% △메종키츠네 40% △르메르 40% △톰브라운 20% 등으로 신명품 브랜드가 매출 성장에 한몫했다. 앞서 삼성물산 패션 부문은 에잇세컨즈, 빈폴 등 자체 브랜드 살리기에 치중하느라 수입 패션 제품군을 다양화하지 못해 어려움을 겪기도 했다. 지난해부터 아미, 메종키츠네 등 브랜드의 활약으로 매출이 회복되기 시작했다. 패션 기업들이 럭셔리 브랜드 사업에 힘을 주는 이유다.패션업계는 럭셔리 브랜드를 계속해서 발굴하고 이를 바탕으로 패션 성수기인 4분기도 적극적으로 공략할 방침이다.다만 수입 브랜드에만 의존할 경우 '직진출 리스크' 등의 우려가 제기된다. 자체 제작 브랜드에 비해 수익성이 떨어지거나 트렌드 변화에 민감하다는 점도 악재다. 또 다른 패션업계 관계자는 ""얼마나 매력적인 브랜드를 많이 보유하고 있느냐에 따라 성패가 갈린다""며 ""이에 각 업체가 포트폴리오를 다각화하고 브랜드를 지속해서 발굴해 나가는 것이 중요하다""고 강조했다.
		
"
<b>겨울</b> 아직인데 터틀넥 벌써?… 마크롱 ‘<b>패션</b> 정치’,"

에너지 위기 대비 난방비 절약 독려 차원실내 온도 19도 이하일 때만 난방 권고



에마뉘엘 마크롱 프랑스 대통령이 파리 엘리제궁을 찾은 우마로 시소코 엠발로 기니비사우 대통령을 맞이하면서 정장 안에 터틀넥(폴로넥) 차림을 하고 있다. 2022.10.3 AFP 연합뉴스에마뉘엘 마크롱 프랑스 대통령이 올해 가을·겨울 유럽의 패션 트렌드로 급부상한 터틀넥(폴로넥) 차림으로 공식 석상에 연달아 섰다. 러시아·우크라이나 전쟁 여파 등으로 에너지 위기가 고조되는 가운데 난방비를 아끼자는 취지인데, 이를 바라보는 자국 내 반응은 엇갈린다.지난 3일(현지시간) AFP통신 등에 따르면 마크롱 대통령은 이날 엘리제궁에서 우마로 시소코 엠발로 기니비사우 대통령을 맞이하면서 푸른색 정장 안에 셔츠와 넥타이 대신 검정 터틀넥을 입었다.



에마뉘엘 마크롱(왼쪽) 프랑스 대통령이 파리 엘리제궁에서 우마로 시소코 엠발로(오른쪽) 기니비사우 대통령을 맞이하며 악수하고 있다. 2022.10.3 AFP 연합뉴스마크롱 대통령은 같은 날 TV 연설 때도 검은 터틀넥 차림을 유지했고, 이날 밤 독일 통일 32주년을 축하하기 위해 베를린에서 올라프 숄츠 독일 총리를 만났을 때도 역시 터틀넥을 착용했다.마크롱 대통령의 이 같은 ‘패션 정치’를 두고 프랑스 내 여론은 엇갈렸다. 온라인상에서는 정치적 반대자들의 조롱이 이어졌다. 반면 지지자들은 불필요한 난방비를 절약하자는 취지의 ‘패션 메시지’를 칭찬했다.브뤼노 르메르 프랑스 재무장관도 지난주에 터틀넥 트렌드에 동참했다고 AFP는 전했다.프랑스 정부는 이번 가을과 겨울에 실내 온도가 19도 아래로 떨어질 때만 난방을 할 것을 권고하고 있다.



에마뉘엘 마크롱 프랑스 대통령이 독일 통일 32주년을 축하하기 위해 베를린을 방문해 올라프 숄츠 독일 총리와 악수하며 취재진의 카메라를 향해 윙크하고 있다. 2022.10.3 AP 연합뉴스엘리자베트 보른 프랑스 총리는 의회에서 열린 우크라이나 전쟁 관련 토론에서 프랑스가 가스 비축량을 거의 채웠고 액화천연가스(LNG)를 처리할 수 있는 항구 터미널 용량을 늘리는 등 올겨울을 대비할 준비가 됐다면서도 “국민 모두가 에너지 절약 계획에 참여한다면 정전 위험 없이 앞으로 몇 달을 보낼 수 있을 것”이라고 말했다.한편 프랑스 등 유럽 각국은 서방의 제재에 반발한 러시아가 유럽으로의 석유와 천연가스 수출을 단계적으로 중단하면서 에너지 위기를 맞고 있다. 프랑스의 경우 다른 유럽 국가들에 비해 원전 의존도가 높지만, 최근 노후화된 원자로 보수 문제 등으로 전기 생산 능력이 떨어지면서 에너지 부족 우려가 커지고 있다.
		
"
"김도희, <b>겨울</b>왕국 놀러간 비주얼 “행복한 설 연휴”[똑똑SNS]","
가수 김도희가 설 인사를 전했다.김도희는 21일 자신의 인스타그램에 “따뜻하고 행복한 설 연휴 보내세요”이라는 글과 함께 사진을 게재했다.공개된 사진에는 김도희가 상큼한 겨울 패션을 선보이고 있다. 
 가수 김도희가 설 인사를 전했다. 사진=김도희 SNS털모자에 목도리를 두른 그는 겨울왕국에 놀러간 듯한 비주얼을 자랑했다.한편 김도희는 지난해 11월 24일 각종 음원사이트를 통해 신곡 ‘끝이 선명했던 우리였기에’를 발매했다.특히 김도희는 전작에서는 볼 수 없었던 확 달라진 감성과 비주얼로 한계 없는 콘셉트 소화력을 보여주며 ‘믿고 듣는 솔로’를 입증했다.
"
"티몬, 17일 가을<b>겨울 패션</b>뷰티 아이템 할인","

인기 브랜드 670여개 상품 최대 70% 할인티몬이 17일 단 하루 동안 가을·겨울 패션뷰티 아이템을 최대 70% 할인 혜택으로 제공하는 '패션&뷰티 1DAY 빅세일'을 실시한다.티몬은 다가오는 동계 시즌을 맞아 패션, 뷰티 카테고리의 670여개 인기 상품을 준비했다.  아디다스, 미쏘, 블랙야크 등 인기 브랜드들이 참여한 가운데 브랜드별 즉시할인 최대 60%, 기획전 전용쿠폰 10%(최대 7천원) 할인 혜택을 중복으로 적용할 수 있어 최대 70% 할인혜택이 가능하다.이달 들어 일교차가 극심해지고 올해 유독 가을이 짧게 지나가면서 스웨터 등 두꺼운 소재의 의류 수요가 꾸준히 증가하고 있다. 건조한 날씨에 스킨케어, 보습케어를 찾는 고객들도 늘어났다. 10월 1일부터 13일까지 티몬의 패션 뷰티 카테고리 매출 분석에 따르면 스웨터 매출이 전년 동기 대비 100% 늘었다. 머플러 등 액세서리도 34% 증가했으며 맨투맨은 66%, 패딩 조끼도 30% 가까이 늘어났다. 스킨케어 카테고리도 27% 증가했다. 차주에는 기온이 급격히 떨어져 초겨울 추위가 찾아올 것으로 예상되면서 동절기 아이템 구매가 더욱 늘어날 것으로 전망된다.



티몬_패션뷰티빅세일티몬 관계자는 ""예년보다 이른 가을 추위에 스웨터 등 아이템 구매 시기가 빨라졌다. 패션 소비 회복세에 맞춰 최대 70% 할인혜택의 프로모션을 준비했으니 추위를 대비하는 아이템을 미리 장만하시길 바란다""고 말했다.

"
"스테이씨, <b>겨울</b> 요정 <b>패션</b> [SE★포토]","
 
그룹 스테이씨(STAYC)가 16일 오후 서울 송파구 잠실 실내체육관에서 열린 '2022 KBS 가요대축제' 레드카펫에서 포즈를 취하고 있다. / 사진=김규빈 기자[서울경제] 그룹 스테이씨(STAYC)가 16일 오후 서울 송파구 잠실 실내체육관에서 열린 '2022 KBS 가요대축제' 레드카펫에서 포즈를 취하고 있다. 
"
"“추우니 좋아”…‘더운 11월’에 울상짓던 <b>패션</b>업계, 한파 오니 ‘방긋’","

11월 평균기온 9.6도, 50년 내 4번째로 더운 달로 기록12월 들어 한파 시작되며 패딩 매출 반등올해는 숏패딩이 인기, 방한화·발열내의 매출도 ↑     



28일 업계에 따르면 뒤늦게 시작된 한파에 패션업체들의 패딩 매출이 급증하고 있다. [연합뉴스]     아침 최저기온이 영하 10도를 밑돌며 강추위가 이어지는 가운데 패딩 수요가 늘어나며 패션업계가 웃음을 되찾고 있다. 11월 평균기온이 10도 안팎을 나타내 50년 내 4번째로 더운 달로 기록되며 패션업계의 패딩 매출이 주춤했던 바 있다. 12월 중순부터 한파가 시작되면서 업계는 분주히 수요 대응에 나서며 본격적인 ‘겨울 전쟁’에 돌입했다.          ━          매출 70% 차지하는 패딩…뒤늦게 찾아온 추위에 ‘분위기 반전’         



아웃도어 브랜드 네파는 이달 1~15일까지 패딩 다운자켓류 매출이 11월과 비교했을 때 60% 증가했다고 밝혔다. [사진 네파]     업계에 따르면 뒤늦게 시작된 한파에 패션업체들의 패딩 매출이 급증하고 있다. 아웃도어 브랜드 네파는 이달 1~15일까지 패딩 다운자켓류 매출이 11월과 비교했을 때 60% 증가했다고 밝혔다. 네파 관계자에 따르면 네파의 대표 숏패딩 제품인 ‘에어그램 써모 후디 다운’이 인기를 끌며 매출을 견인하고 있다.    코오롱스포츠는 이달 다운 패딩 매출이 11월보다 30% 증가했고, 지난해보다 누적 매출이 30% 증가했다. 코오롱스포츠 관계자는 “초반에는 쿠치다운이 판매가 좋았고, 현재는 대표 다운 패딩 상품인 안타티카가 판매 상위를 보이고 있다”고 설명했다.    올리비아로렌도 12월 들어 기온이 본격적으로 영하로 떨어지면서 1일부터 15일까지 2주간 패딩 카테고리 매출이 지난해 같은 기간보다 94% 급증했고 다운은 42% 증가했다. 올리비아로렌 측에 따르면 패딩 제품 중 ‘폭스 후드 구스 롱 점퍼’가 매출을 견인했다. 배우 이지아가 착용해 일명 ‘이지아 점퍼’로 불리며 인기를 끌었단 설명이다.    패션업계 관계자는 “보통 11월에서 12월 초 사이에 소비자들이 패딩 제품을 많이 구매하는데 올해는 11월이 워낙 따뜻해서 매출이 주춤한 경향이 있었다”며 “12월 들어 한파가 시작되면서 매출이 회복세를 띠고 있고, 추운 날씨에도 올해 트렌드인 숏패딩을 중심으로 판매가 많이 이뤄지고 있다”고 설명했다.      



25일 롯데백화점에 따르면 한파 특보가 발효된 기간(12월 13~22일)에 프리미엄 패딩 매출은 전년 동기 대비 45% 증가했다. [사진 롯데백화점]     뒤늦게 찾아온 추위에 겨울 패션 상품 수요가 늘면서 백화점 업계 매출도 증가한 것으로 나타났다.     지난달까지 따뜻한 날씨가 이어지며 한 자릿수 매출 성장세를 보였지만 12월부터 매출 성장률이 두 자릿수로 반등했단 설명이다. 한파 특보가 발효된 기간(12월 13~22일)에 롯데백화점 프리미엄 패딩 매출은 지난해 같은 기간보다 45% 증가했다. 롯데백화점은 겨울 정기 세일 기간이었던 12월 2~3일에도 매출이 15% 신장하며 전체 매출이 10% 늘었다.    현대백화점은 지난달 30일부터 이달 4일까지 겨울 정기 세일 매출이 16.7% 늘며 전체 매출 증가를 이끌었다. 특히 롱패딩 등 겨울 아우터를 찾는 소비자들이 늘며 아웃도어 매출은 44.7% 이상 증가했다.    신세계백화점도 추위가 찾아온 지난달 30일부터는 지난해 같은 기간보다 17.8%로 매출이 증가했다. 특히 한 자릿수에 그쳤던 여성패션(8.1%)과 남성패션(9.4%), 아웃도어(10.1%) 매출은 한파와 함께 두 배 이상 올랐다.          ━          방한화·발열내의·경량패딩도 매출 껑충…“겨울 전쟁 이제 시작”         



신세계인터내셔날의 라이프스타일브랜드 자주(JAJU)는 이달 1일부터 21일까지 ‘자주 히트(JAJU HEAT)’ 매출이 지난해 같은 기간보다 214.7% 증가했다고 밝혔다. [사진 신세계인터내셔날]     갑자기 추워진 날씨에 방한화와 발열내의, 경량패딩도 날개 돋친 듯 팔리고 있다. 신세계인터내셔날의 라이프스타일브랜드 자주(JAJU)는 이달 1일부터 21일까지 ‘자주 히트(JAJU HEAT)’ 매출이 지난해 같은 기간보다 214.7% 증가했다고 밝혔다. ‘자주 히트’는 피부의 땀과 수분을 흡수해 열로 바꿔주는 흡습 발열 기능을 지닌 제품으로 매년 겨울 시즌에 완판을 기록하는 대표 상품이다.    주로 초겨울에 많이 팔리는 경량패딩도 12월 들어 매출이 55% 신장하며 인기를 끌고 있다. 자주 측 관계자는 “날씨가 갑자기 추워지면서 코트나 패딩점퍼에 경량패딩을 껴입거나 집안에서 보온용으로 입으려는 사람들이 증가하면서 매출 상승을 견인했다”고 설명했다.    자주의 머플러·장갑·비니 등 겨울철 추위를 막아주는 방한용품도 같은 기간 매출이 지난해 같은 기간보다 68% 올랐다. 난로·가습기 등 겨울시즌 가전 매출도 35% 증가했다.    G마켓에 따르면 지난달 25일부터 이달 1일까지 패딩부츠의 판매량이 전주 대비 297% 늘었다. ABC마트서는 털이 달린 ‘퍼 슈즈’ 인기로 F/W 시즌 신발 판매량이 지난해보다 90% 이상 상승했다. 이에 아웃도어 패션 브랜드들도 잇따라 방한화를 선보이고 있다. 아이더는 보온성과 친환경을 강조한 미드컷과 뮬 스타일의 ‘패딩 방한화 2종’을 선보였고, 노스페이스, K2, 레드페이스 등도 패딩 방한화를 출시하며 겨울시즌 공략에 나섰다.    패션업계 관계자는 “패딩 제품은 아웃도어 브랜드 연간 매출의 70% 가까이 차지해 업체들도 매년 4분기 호실적을 위해 겨울시즌 라인업에 심혈을 기울이고 있다”며 “올해는 11월 기온이 20도 가까이 올라가는 날도 있는 등 이상기온 현상을 보여 업계 전반적으로 우려가 나오고 있었지만, 12월 들어 매출이 다시 올라가고 있어 내년 1월까지도 패딩 수요를 잡기 위한 업체들의 치열한 경쟁이 이어질 것으로 보인다”고 설명했다.  

"
"[포토]김세정, 혹한에 어울리는 완벽 <b>겨울패션</b>","
				
				
				[일간스포츠 김민규]      
    김세정이 일본 나고야에서 열린 ‘2022 아시아 아티스트 어워즈(AAA)' 행사를 마치고 14일 오후 인천국제공항을 통해 입국하고 있다.   인천공항=김민규 기자 mgkim1@edaily.co.kr /2022.12.14/  
"
"기장은 짧게 소재는 다양하게…올<b>겨울</b> 남성<b>패션</b>, 항공점퍼 인기","

			(서울=연합뉴스) 오지은 기자 = 리오프닝(경제활동 재개)과 연말연시를 앞두고 남성 아우터로는 짧은 기장과 다양한 소재의 항공점퍼가 떠오르고 있다. 



헨리코튼 스핏파이어 다운점퍼[코오롱FnC 제공. 재판매 및 DB 금지]코오롱인더스트리FnC부문이 내놓은 남성복 브랜드 헨리코튼은 뒤판 절개 디테일 등으로 항공점퍼 실루엣을 표현한 '스핏파이어 다운 점퍼'의 올해 9월 1일∼이달 18일 매출이 지난해 같은 기간보다 130% 증가했다고 22일 밝혔다.     남성복 브랜드 브렌우드는 항공점퍼 실루엣을 살린 '브리스톨 보머 점퍼' 판매 수량을 지난해보다 150% 늘려 항공점퍼 인기에 대응하고 있다.     남성복 브랜드 시리즈도 미국 항공점퍼의 오리지널리티에 양털 컬러를 적용한 '카본코팅 프리미엄 라파예트'의 9월 26일∼이달 20일 매출이 지난해 같은 기간보다 180% 늘었다고 전했다.     코오롱FnC 관계자는 ""항공점퍼는 비행 여건을 고려해 활용도 높은 실용적인 디테일이 특징""이라며 ""항공점퍼와 같이 멋스러운 아우터만 잘 활용해도 스타일리시한 겨울 룩을 연출할 수 있다""고 전했다.    built@yna.co.kr

"
"‘디올 앰배서더’ BTS 지민, <b>패션</b>쇼 참석차 파리행 “인간 디올 등장”","
  
  그룹 방탄소년단(BTS) 멤버 지민이 디올 패션쇼 참석차 프랑스 파리로 출국했다.     18일 지민은 프랑스 파리에서 열리는 ‘2023 디올 겨울 남성 컬렉션 패션쇼’에 참석하기 위해 인천국제공항에 등장했다.     이날 지민은 블루종과 데님 팬츠, 스니커즈, 미니백으로 캐주얼한 캠퍼스룩으로 등장, 소년미 가득한 모습으로 시선을 끌었다.   
  지민이 이날 착장한 제품은 디올의 ‘2023 가을 남성 캡슐 컬렉션-디올 티어즈(DIOR TEARS)’ 제품들이다.     한편 지민은 최근 프랑스 명품 브랜드 디올(DIOR)의 글로벌 앰버서더로 발탁됐다.     김유진 온라인 뉴스 기자     사진=디올
"
